Airport_ICAO_Code,Airport_Name,State,Easting,Northing
KNTU,Oceana Nas /Apollo Soucek Field/ Station,Virginia,5469785.11152623,1633674.99359449
KCEU,Oconee County Regional Airport,South-Carolina,4719343.75804424,1343716.56246349
KODO,Odessa Schlemeyer Field,Texas,2583929.91920013,983198.365662109
KOGD,Ogden Hinckley Airport,Utah,1529938.76665145,2250591.67650719
KOGS,Ogdensburg International Airport,New-York,5531984.36446276,2772252.0349979
KOSU,Ohio State University Airport,Ohio,4698920.90855042,2089525.06741408
KOBE,Okeechobee County Airport,Florida,4942373.47540366,396369.885780784
KOLV,Olive Branch Airport,Mississippi,3963710.84917307,1384642.59724528
KOLM,Olympia Regional Airport,Washington,337313.681624195,3131795.49601038
KOMK,Omak Airport,Washington,707990.286944338,3375149.23258847
KONT,Ontario International Airport,California,917912.452809277,1262011.08251003
KONO,Ontario Municipal Airport,Oregon,982192.004351832,2670963.61745263
KOPF,Opa-locka Executive Airport,Florida,5004945.34381197,230343.340829055
KMGJ,Orange County Airport,New-York,5663489.30397309,2296412.56893138
KORE,Orange Municipal Airport,Massachusetts,5879872.92686706,2452727.19701768
KORS,Orcas Island Airport,Washington,336546.730644189,3415508.40174311
KMCO,Orlando International Airport,Florida,4892088.7349195,540852.781516088
KSFB,Orlando Sanford International Airport,Florida,4899917.84209668,584283.221959265
KOSC,Oscoda Wurtsmith Airport,Michigan,4663758.85227555,2736853.24193434
KATW,Outagamie County Regional Airport,Wisconsin,4102542.78354257,2707218.68415336
KOWB,Owensboro Daviess County Airport,Kentucky,4250626.61586044,1760210.265315
KOXR,Oxnard Airport,California,742046.193050446,1281166.65506511
KBPK,Ozark Regional Airport,Arkansas,3669842.37441619,1572052.39781471
KFMY,Page Field,Florida,4831389.97020049,313318.948248337
KPGA,Page Municipal Airport,Arizona,1591700.24318558,1648103.03008158
KPSN,Palestine Municipal Airport,Texas,3315504.05131705,965033.839816307
KLNA,Palm Beach County Park Airport,Florida,5026112.58954312,314102.805496713
KPBI,Palm Beach International Airport,Florida,5024962.99526072,325153.184781527
KPSP,Palm Springs International Airport,California,1037710.90944642,1232139.80063898
KPMD,Palmdale Regional/USAF Plant 42 Airport,California,864911.626161592,1338058.69568762
KPAO,Palo Alto Airport of Santa Clara County,California,423604.297140573,1721648.23845127
KEAT,Pangborn Memorial Airport,Washington,632540.618759675,3200997.98374449
KPKD,Park Rapids Municipal Konshok Field,Minnesota,3384843.15595883,3120762.29611001
KPRB,Paso Robles Municipal Airport,California,586548.478215565,1477818.33161378
KCOF,Patrick Air Force Base,Florida,4968621.99631823,516655.353553361
KPAN,Payson Airport,Arizona,1603636.47264107,1288583.56522988
KFFC,Peachtree City Falcon Field,Georgia,4534793.71453373,1170036.82977261
KLVJ,Pearland Regional Airport,Texas,3366336.01890466,677533.378493554
KPEA,Pella Municipal Airport,Iowa,3617783.11426762,2280355.46174502
KPLN,Pellston Regional Airport of Emmet County Airport,Michigan,4510165.98883275,2910235.26712646
KPEO,Penn Yan Airport,New-York,5358154.95917442,2462695.23745692
KNPA,Pensacola Naval Air Station/Forrest Sherman field,Florida,4234003.44300656,782595.593842263
KPNS,Pensacola Regional Airport,Florida,4248458.59368576,797921.942554248
KTEL,Perry County Municipal Airport,Indiana,4302740.18068839,1798723.3101613
KPPA,Perry Lefors Field,Texas,2736252.04604498,1469746.57901323
KTAD,Perry Stokes Airport,Colorado,2369955.76636889,1693859.44120644
KTDF,Person County Airport,North-Carolina,5146667.13939786,1560634.99996722
KTPF,Peter O Knight Airport,Florida,4767219.02861898,477027.144248354
KPHL,Philadelphia International Airport,Pennsylvania,5556557.7856048,2059816.21515257
KTOP,Philip Billard Municipal Airport,Kansas,3324680.75745995,1945876.10393377
KDVT,Phoenix Deer Valley Airport,Arizona,1522163.96446027,1213515.36316097
KGYR,Phoenix Goodyear Airport,Arizona,1490078.911384,1178588.1156256
KPHX,Phoenix Sky Harbor International Airport,Arizona,1529938.76665145,1180136.25802569
KIWA,Phoenix-Mesa-Gateway Airport,Arizona,1569032.50170293,1163549.09376087
KJZP,Pickens County Airport,Georgia,4547321.45567254,1314661.26769735
KLQK,Pickens County AirportKLQK,South-Carolina,4739448.297337,1362119.8864386
KGSO,Piedmont Triad International Airport,North-Carolina,5042297.14486038,1535248.13843329
KPIR,Pierre Regional Airport,South-Dakota,2814000.90494074,2726290.42126658
KMZJ,Pinal Airpark,Arizona,1604840.37227084,1059563.79021835
KPGV,Pitt Greenville Airport,North-Carolina,5321755.58461049,1472737.50562764
KPIT,Pittsburgh International Airport,Pennsylvania,5009927.1991692,2148625.77801639
KPSF,Pittsfield Municipal Airport,Massachusetts,5769896.15244448,2431443.92737845
KPCM,Plant City Municipal Airport,Florida,4798439.37920648,487515.42961189
KPBG,Plattsburgh International Airport,New-York,5750710.62075789,2767479.22478226
KPMZ,Plymouth Municipal Airport,North-Carolina,5390306.01368038,1496098.92771696
KPYM,Plymouth Municipal AirportKPYM,Indiana,6050679.63341716,2354941.09984435
KPIH,Pocatello Regional Airport,Idaho,1465987.55136658,2503377.2125772
KMPO,Pocono Mountains Municipal Airport,Pennsylvania,5541467.6849434,2242096.64548028
KNTD,Point Mugu Naval Air Station (Naval Base Ventura Co),California,751463.51205759,1270513.2193315
KPOB,Pope Air Force Base,North-Carolina,5143348.68696428,1410359.71996807
KPOF,Poplar Bluff Municipal Airport,Missouri,3904797.46510033,1627274.64904531
KCMH,Port Columbus International Airport,Ohio,4718752.25175955,2077825.34492368
KPIL,Port Isabel Cameron County Airport,Texas,3135958.42029367,261933.277740191
KGKJ,Port Meadville Airport,Pennsylvania,5011920.61017214,2313464.26728034
KVPZ,Porter County Municipal Airport,Indiana,4268114.4896262,2288227.06285599
KHIO,Portland Hillsboro Airport,Oregon,332167.248149251,2905465.66016839
KPDX,Portland International Airport,Oregon,370712.914634553,2913020.07787426
KPWM,Portland International Jetport Airport,Maine,6096616.63407192,2614142.46024839
KPSM,Portsmouth International at Pease Airport,New-Hampshire,6040330.77516113,2528544.09599799
KPTD,Potsdam Municipal-Damon field,New-York,5588609.42074451,2771451.29776532
KPTW,Pottstown Limerick Airport,Pennsylvania,5521997.26091565,2112422.24876604
KPNN,Princeton Municipal Airport,Maine,6397198.87487011,2852514.0693232
KPVC,Provincetown Municipal Airport,Massachusetts,6106242.81795581,2378941.38761234
KPVU,Provo Municipal Airport,Utah,1561586.03802525,2109496.08426515
KDCU,Pryor Field Regional Airport,Alabama,4274871.70046008,1341159.95641407
KPUB,Pueblo Memorial Airport,Colorado,2352873.09061535,1836517.62728392
KPUW,Pullman Moscow Regional Airport,Washington,971679.395697876,3095684.9046398
KLAF,Purdue University Airport,Indiana,4275802.40426904,2137228.29605625
KMLI,Quad City International Airport,Illinois,3884801.53603144,2287423.94765684
KUIN,Quincy Regional Baldwin Field,Illinois,3809559.89728359,2069923.43535223
KOQU,Quonset State Airport,Rhode-Island,5975854.05476941,2309158.23971758
KAMN,RPD Airport,Michigan,4522068.80454575,2565228.11544609
KBKW,Raleigh County Memorial Airport,West-Virginia,4912325.27681979,1766748.27811239
KRDU,Raleigh Durham International Airport,North-Carolina,5168207.00039274,1505447.33906121
KPNA,Ralph Wenz Field,Wyoming,1771398.75919004,2486303.99009212
KRNM,Ramona Airport,California,993032.949274425,1128408.4922197
KRIU,Rancho Murieta Airport,California,534424.051945818,1864137.76811374
KRAP,Rapid City Regional Airport,South-Dakota,2510561.38494097,2674740.93372094
KRTN,Raton Municipal-Crews Field,New-Mexico,2352325.86365426,1622846.41076227
KRWL,Rawlins Municipal Harvey Field,Wyoming,2056880.04322891,2339738.53165618
KRDG,Reading Regional Carl A Spaatz Field,Pennsylvania,5477264.16030678,2132368.60542637
KRBL,Red Bluff Municipal Airport,California,408601.919839753,2099677.33031714
KRDD,Redding Municipal Airport,California,404112.147644909,2151145.66603779
KRHV,Reid Hillview of Santa Clara County Airport,California,456017.686474523,1703977.21749994
KGLD,Renner Field-Goodland Municipal Airport,Kansas,2659270.1416991,1988549.32430378
KRNO,Reno Tahoe International Airport,Nevada,680613.893371645,2006768.15180441
KRNT,Renton Municipal Airport,Washington,412543.625921344,3216251.09001948
KFRG,Republic Airport,New-York,5756700.87777558,2182855.65288022
KRXE,Rexburg Madison County Airport,Idaho,1552606.50075342,2642592.16970304
KRHI,Rhinelander Oneida County Airport,Wisconsin,3998687.43354619,2919672.93845397
KRPD,Rice Lake Regional Carl's Field,Wisconsin,3746167.60543636,2886505.29749326
KRMG,Richard B Russell Airport,Georgia,4470601.88641746,1301017.96083008
KSUW,Richard I Bong Airport,Wisconsin,3710993.85273969,3087028.1445685
KRVS,Richard Lloyd Jones Jr Airport,Oklahoma,3285028.93204544,1527363.41136637
KRIF,Richfield Municipal Airport,Utah,1520412.00225428,1899117.01830891
KRLD,Richland Airport,Washington,731424.138973611,3025926.30398016
KRIC,Richmond International Airport,Virginia,5328938.8799804,1727733.64415364
KRID,Richmond Municipal Airport,Indiana,4505118.1316516,2043464.19541934
KAMA,Rick Husband Amarillo International Airport,Texas,2658503.18856183,1416858.8245466
KLCK,Rickenbacker International Airport,Ohio,4714820.57120896,2051530.2033376
KRAL,Riverside Municipal Airport,California,934995.128004342,1248260.21702913
KRIW,Riverton Regional Airport,Wyoming,1918902.78040761,2526490.6320384
KROA,Roanoke Regional Woodrum Field,Virginia,5038124.85147839,1702958.06063656
KRQB,Roben Hood Airport,Michigan,4432702.02318704,2625711.63696156
KGRK,Robert Gray  Army Air Field Airport,Texas,3083067.04077715,873600.428354285
KMJX,Robert J. Miller Air Park,New-Jersey,5660445.71808686,2067752.98799577
KRDM,Roberts Field,Indiana,529276.778146998,2706607.45162781
KRST,Rochester International Airport,Minnesota,3666611.64583597,2653893.31134082
KUZA,Rock Hill York Co Bryant field,South-Carolina,4919662.29742896,1385859.1009577
KRKS,Rock Springs Sweetwater County Airport,Wyoming,1852651.54489596,2308733.72093252
KRWI,Rocky Mount Wilson Regional Airport,North-Carolina,5266280.12321341,1502568.92579296
KBJC,Rocky Mountain Metropolitan Airport,Colorado,2284980.16542714,2065082.53838891
KROG,Rogers Municipal Carter Field,Arkansas,3490646.80123096,1572514.64115211
KMFR,Rogue Valley International Medford Airport,Oregon,340598.717599536,2423643.68068692
KDCA,Ronald Reagan Washington National Airport,Virginia,5359820.033405,1915372.80589019
KCRX,Roscoe Turner Airport,Mississippi,4093300.07595902,1376132.8928934
KRBG,Roseburg Regional Airport,Oregon,287707.338072066,2552698.03092967
KSTJ,Rosecrans Memorial Airport,Missouri,3402736.22922609,2045558.61050984
KRZT,Ross County Airport,Ohio,4704384.82499942,1998441.24781547
KROW,Roswell International Air Center Airport,New-Mexico,2349150.27536856,1162736.88685142
KRPX,Roundup Airport,Montana,1909813.797691,3052820.68052529
KRUQ,Rowan County Airport,North-Carolina,4978455.37486699,1474179.30619618
KRSN,Ruston Regional Airport,Louisiana,3656570.23731382,1060057.17623212
KRUT,Rutland - Southern Vermont Regional Airport,Vermont,5807489.40135905,2596484.37389957
KSAC,Sacramento Executive Airport,California,491716.944814619,1867733.74080467
KSMF,Sacramento International Airport,California,480984.609853077,1893362.79931106
KMHR,Sacramento Mather Airport,California,513070.500679836,1873529.38925457
KSAD,Safford Regional Airport,Arizona,1790233.40040189,1104345.90711372
KHYX,Saginaw County H.W. Browne Airport,Michigan,4612488.26683376,2581996.16576886
KSLN,Salina Municipal Airport,Kansas,3102417.15831254,1906784.98295783
KSNS,Salinas Municipal Airport,California,479342.093080917,1612097.21624975
KSBY,Salisbury Ocean City Wicomico Regional Airport,Maryland,5527078.53612097,1843691.20129855
KSLC,Salt Lake City International Airport,Utah,1533662.41734911,2191471.48191505
KCTZ,Sampson County Airport,North-Carolina,5214516.61634407,1384228.62941484
KBRY,Samuels Field,Kentucky,4433194.10985361,1770490.23929316
KSJT,San Angelo Regional Mathis Field,Texas,2791004.83319036,910795.910697672
KSAT,San Antonio International Airport,Texas,3012884.9556432,679094.132648831
KSBD,San Bernardino International Airport,California,957991.19891153,1267220.24579495
KSAN,San Diego International Airport,California,962918.749249908,1088557.41849326
KSFO,San Francisco International Airport,California,395132.613899164,1743454.41246985
KSBP,San Luis County Regional Airport,California,584905.961290099,1419191.76065986
KALS,San Luis Valley Regional Bergman Field,Colorado,2202850.98854176,1718033.96494446
KHYI,San Marcos Municipal Airport,Texas,3079333.36453755,724358.082641379
KSZT,Sandpoint Airport,Idaho,1031907.79574691,3347960.55316534
KSFM,Sanford Regional Airport,Maine,6052957.10073,2576041.98384732
KTTA,Sanford-Lee County Regional Airport,North-Carolina,5133898.78505534,1465800.54530169
KSBA,Santa Barbara Municipal Airport,California,672729.649896896,1311049.84089077
KSAF,Santa Fe Municipal Airport,New-Mexico,2178540.73768953,1470298.96429275
KSMX,Santa Maria Pub/Capt G Allan Hancock Field,California,605164.228734963,1373982.81552549
KSMO,Santa Monica Municipal Airport,California,824832.881756676,1256699.01026114
KIZA,Santa Ynez Airport,California,646886.323413717,1335051.68959423
KSRQ,Sarasota Bradenton International Airport,Florida,4755710.55017725,412714.527562609
KANJ,Sault Ste Marie Municipal Sanderson Field,Michigan,4557067.11132063,3053488.54601519
KSAV,Savannah Hilton Head International Airport,Georgia,4903794.38233086,1009934.72359016
KHYR,Sawyer County Airport,Wisconsin,3782216.92256731,2981591.44855811
KSAW,Sawyer International Airport,Michigan,4225593.69074557,3033538.52354236
KSPB,Scappoose Industrial Airpark,Oregon,341803.45269113,2941592.99759505
KSCH,Schenectady County Airport,New-York,5700250.4334102,2494814.14408158
KGLS,Scholes International At Galveston Airport,Texas,3408134.97968532,645358.192649455
KBLV,Scott AFB/Midamerica Airport,Illinois,3958422.37944524,1872311.0281618
KSDL,Scottsdale Airport,Arizona,1540998.60240885,1204911.16906083
KSEA,Seattle Tacoma International Airport,Washington,402360.188997853,3209107.25397849
KSEZ,Sedona Airport,Arizona,1554467.90834944,1367268.89196119
KCBK,Shalz Field,Kansas,2730667.81993891,1996612.62913103
KSSC,Shaw Air Force Base,South-Carolina,4983898.40528495,1251006.12096209
KSBM,Sheboygan County Memorial Airport,Wisconsin,4175659.00881135,2632836.19425567
KEET,Shelby County Airport,Alabama,4292677.04986303,1146422.98844306
KGEZ,Shelbyville Municipal Airport,Indiana,4399773.15438673,2018710.16266036
KSHD,Shenandoah Valley Regional Airport,Virginia,5156281.62679425,1832988.60822422
KSPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,Texas,3010465.46024659,1253132.49242521
KSHR,Sheridan County Airport,Wyoming,2080970.56250633,2785707.29145863
KFLV,Sherman Army Air Field,Kansas,3402188.16666082,1988223.49287414
KSAA,Shively Field,Wyoming,2098054.07372171,2286897.86369559
KSOW,Show Low Regional Airport,Arizona,1749607.42323209,1289735.95315243
KDTN,Shreveport Downtown Airport,Louisiana,3530276.90507595,1063407.89829493
KSHV,Shreveport Regional Airport,Louisiana,3521451.09264916,1051256.14063801
KSNY,Sidney Municipal-Lloyd W Carr Field,Nebraska,2518445.63369388,2236834.40147327
KSDY,Sidney Richland Municipal Airport,Montana,2386162.87804952,3250972.29894579
KSRR,Sierra Blanca Regional Airport,New-Mexico,2239206.0839354,1183876.59373578
KFHU,Sierra Vista Municipal Libby Army Air Field,Arizona,1712593.98436657,940429.173181747
KSIK,Sikeston Memorial Municipal Airport,Missouri,3988361.13274858,1644377.40567613
KSUX,Sioux Gateway Col. Bud Day Field,Iowa,3241248.25766919,2427854.40136653
KSIY,Siskiyou County Airport,California,384948.341513844,2336184.00544807
KBVS,Skagit Regional Airport,Washington,390095.618148858,3376222.78768962
KASD,Slidell Airport,Louisiana,3959998.89506146,781631.336814344
KISN,Sloulin Field International Airport,North-Dakota,2446500.72423322,3327967.41253896
KSLG,Smith Field,Arkansas,3448695.78733927,1548008.26372726
KINT,Smith Reynolds Airport,North-Carolina,5011121.07360744,1540114.59955285
KMQY,Smyrna Airport,Delaware,4321443.6512394,1523220.02712999
KPAE,Snohomish County (Paine Field) Airport,Washington,405316.884171027,3283482.85426304
KELD,South Arkansas Regional At Goodwin Field,Arkansas,3632303.43044382,1152181.44103154
KSBN,South Bend Regional Airport,Indiana,4343651.88164232,2325513.91796351
KBPT,Southeast Texas Regional Airport,Texas,3500086.67807979,731698.790907022
KVCV,Southern California Logistics Airport,California,941784.086519115,1333814.40532705
KMDH,Southern Illinois Airport,Illinois,4022285.87143522,1765473.42654243
KJVL,Southern Wisconsin Regional Airport,Wisconsin,4045325.38576616,2460194.84222681
KRSW,Southwest Florida International Airport,Florida,4843226.78489991,307148.651383528
KABY,Southwest Georgia Regional Airport,Georgia,4576109.77871698,933617.864786187
KBEH,Southwest Michigan Regional Airport,Michigan,4331475.03421961,2387309.81779665
KMML,Southwest Minnesota Regional-Marshall-Ryan Field,Minnesota,3302845.14320775,2736684.7103426
KOTH,Southwest Oregon Regional Airport,Oregon,190247.443784532,2579538.45936736
KTIX,Space Coast Regional Airport,Florida,4947914.25428613,551491.247351483
KSPW,Spencer Municipal Airport,Iowa,3370640.31516795,2541686.61305338
KSUS,Spirit of St Louis Airport,Missouri,3868977.90034454,1888691.93079739
KGEG,Spokane International Airport,Washington,925249.473330844,3236826.19692394
KASG,Springdale Municipal Airport,Arkansas,3489289.17715038,1545905.43861034
KSGH,Springfield Beckley Municipal Airport,Ohio,4614907.76276695,2055308.90854569
KSGF,Springfield Branson National Airport,Missouri,3569304.6410083,1691974.87182165
KSGJ,St Augustine Airport,Florida,4888715.97793794,732760.452819875
KPHN,St Clair County International Airport,Michigan,4758502.66122085,2503556.30072074
KSTC,St Cloud Regional Airport,Minnesota,3495794.0782821,2906434.8828626
KSGU,St George Municipal Airport,Utah,1365866.0699016,1663221.42940415
KCPS,St Louis Downtown Airport,Illinois,3923271.18381277,1875882.13699043
KALN,St Louis Regional Airport,Illinois,3935338.5858126,1920745.75283968
KFPR,St Lucie County International Airport,Florida,4995100.26924658,425016.95457769
KSTP,St Paul Downtown Holman Field,Minnesota,3605288.79158005,2811240.79756302
KPIE,St Petersburg Clearwater International Airport,Florida,4741145.95432703,476357.998414074
KHHW,Stan Stamper Municipal Airport,Oklahoma,3333506.57041236,1259209.55509839
KTBR,Statesboro Bulloch County Airport,Georgia,4845231.05639194,1055941.31098313
KSVH,Statesville Regional Airport,North-Carolina,4930973.60693393,1490280.96414957
KHSA,Stennis International Airport,Mississippi,4000100.19849073,784511.9857589
KSTE,Stevens Point Municipal Airport,Wisconsin,3991810.75216361,2751223.47928368
KSWF,Stewart International Airport,New-York,5680988.87476293,2295550.19262082
KSWO,Stillwater Regional Airport,Oklahoma,3164451.82553167,1543843.9047306
KSSF,Stinson Municipal Airport,Texas,3012742.92723091,654361.542865861
KSCK,Stockton Metropolitan Airport,California,519640.565490756,1781571.36100915
KDVK,Stuart Powell Field,Kentucky,4513122.68569231,1737773.99482054
KSGR,Sugar Land Regional Airport,Texas,3320957.10676228,690249.906612453
KMSV,Sullivan County International Airport,New-York,5605408.03904929,2324472.6384487
KUUV,Sullivan Regional Airport,Missouri,3812878.34969527,1828763.59705871
KGED,Sussex County Airport,Delaware,5543657.42849048,1892493.10007768
KSYR,Syracuse Hancock International Airport,New-York,5461813.14032163,2533537.56966329
KCNW,TSTC Waco Airport,Texas,3165722.56206391,946768.661881203
KTIW,Tacoma Narrows Airport,Washington,372902.664751972,3179831.33485149
KASN,Talladega Municipal Airport,Alabama,4372823.68140323,1197943.77617832
KTLH,Tallahassee Regional Airport,Florida,4559048.82494908,788155.084132214
KVDF,Tampa Executive Airport,Florida,4778608.03609589,489227.015082351
KTPA,Tampa International Airport,Florida,4758031.46147232,484452.393101028
KSKX,Taos Regional Airport,New-Mexico,2224204.53884409,1584203.52113429
KTAZ,Taylorville Municipal Airport,Illinois,4013985.56412624,2011750.44588753
KTEX,Telluride Regional Airport,Colorado,1979350.07472993,1789845.19805199
KTEB,Teterboro Airport,New-Jersey,5685806.97967843,2200399.88101841
KTXK,Texarkana Regional Webb Field,Arkansas,3503339.12864565,1182682.41644934
KCID,The Eastern Iowa Airport,Iowa,3753033.42635175,2351366.23545115
KMTH,The Florida Keys Marathon Airport,Florida,4920297.2479806,87285.6458883588
KONL,The O'Neill Municipal John L Baker Field,Nebraska,2988979.90371208,2437839.92881944
KPVD,Theodore Francis Green State Airport,Rhode-Island,5974945.07294609,2329020.75848153
KTVF,Thief River Falls Regional Airport,Minnesota,3263083.87176808,3309562.33071448
KTVI,Thomasville Regional Airport,Georgia,4610407.13311632,852448.024385775
KHQU,Thomson Mcduffie County Airport,Georgia,4759860.28614463,1192661.7804578
KTOC,Toccoa Rg Letourneau Field,Georgia,4674522.93375722,1333322.16903927
KTOL,Toledo Express Airport,Ohio,4618455.9669296,2307650.16931859
KDUH,Toledo Suburban Airport,Michigan,4635144.30466725,2329504.96838013
KTDW,Tradewind Airport,Texas,2645363.05434076,1410225.8323737
KSUU,Travis Air Force Base,California,444190.897306093,1832834.85353152
KPQL,Trent Lott International Airport,Mississippi,4101436.63287008,796575.083582765
KTTN,Trenton Mercer Airport,New-Jersey,5603382.04568112,2117745.55439116
KCZG,Tri Cities Airport,Alabama,5462908.42999034,2379914.99274319
KPSC,Tri Cities AirportKPSC,Washington,751682.402870495,3019445.78570397
KTRI,Tri Cities Regional Tn Va Airport,Tennessee,4771807.38168495,1586518.64105094
KHTS,Tri-State/Milton J. Ferguson Field,West-Virginia,4755316.2121723,1847349.69128559
KTRK,Truckee Tahoe Airport,California,639877.639281241,1981384.03813559
KTUS,Tucson International Airport,Arizona,1647219.14314435,1008447.6190132
KBIV,Tulip City Airport,Michigan,4366637.09099821,2478457.47400645
KTUL,Tulsa International Airport,Oklahoma,3295595.84567445,1548890.30018864
KUTA,Tunica Municipal Airport,Mississippi,3902409.71690278,1344928.03443363
KTUP,Tupelo Regional Airport,Mississippi,4075078.66654359,1290080.68181132
KTCL,Tuscaloosa Regional Airport,Alabama,4201940.94787054,1152129.01033181
KHVN,Tweed New Haven Airport,Connecticut,5814366.08313586,2260463.50435939
KHLX,Twin County Airport,Virginia,4945242.44927495,1626208.73954113
KTYR,Tyler Pounds Regional Airport,Texas,3348782.97847019,1039258.91693739
KUKI,Ukiah Municipal Airport,California,304681.40387551,1953961.31147136
KUOX,University Oxford Airport,Mississippi,3991098.93920041,1305488.61617696
KUNV,University Park Airport,Pennsylvania,5271010.50469167,2200283.91039015
KCMI,University of Illinois Willard Airport,Illinois,4128933.33286942,2083716.2831598
KOUN,University of Oklahoma Westheimer Airport,Oklahoma,3122139.0560988,1420371.71526567
KSRB,Upper Cumberland Regional Airport,Tennessee,4429788.76988264,1529571.08440091
KVLD,Valdosta Regional Airport,Georgia,4676614.09371744,837257.685062214
KHRL,Valley International Airport,Texas,3102175.71001932,269536.453196001
KVNY,Van Nuys Airport,California,820562.003944621,1282358.18164559
KFKL,Venango Regional Airport,Pennsylvania,5050718.5940469,2277114.90054156
KVNC,Venice Municipal Airport,Florida,4768204.87286482,372836.077987878
KDNV,Vermilion Regional Airport,Illinois,4203637.76955204,2106628.22631233
KVEL,Vernal Regional Airport,Utah,1803921.59718824,2141342.2916046
KVRB,Vero Beach Municipal Airport,Florida,4989668.93562273,444844.967898411
KTVR,Vicksburg Tallulah Regional Airport,Louisiana,3827836.44755203,1038935.02521492
KVCT,Victoria Regional Airport,Texas,3182760.95838435,593656.872906541
KVJI,Virginia Highlands Airport,Virginia,4812773.38762488,1615414.94914514
KBCB,Virginia Tech Montgomery Executive Airport,Virginia,4990775.08628427,1686734.93306276
KVIS,Visalia Municipal Airport,California,721678.483730684,1565227.441172
KDBN,W H 'Bud' Barron Airport,Georgia,4708524.53503064,1066551.90244703
KBTL,W K Kellogg Airport,Michigan,4460362.47358431,2413732.67398184
KIWH,Wabash Municipal Airport,Indiana,4400430.66227633,2187654.26204082
KACT,Waco Regional Airport,Texas,3148595.60685536,943360.597701183
KALW,Walla Walla Regional Airport,Washington,842681.6770144,2992590.60149764
KWAL,Wallops Flight Facility Airport,Virginia,5531885.7800327,1787956.72807433
KRRT,Warroad International Memorial Field,Minnesota,3354696.37319676,3454296.64296812
KASW,Warsaw Municipal Airport,Indiana,4395907.47517823,2262066.35786508
KAFJ,Washington County Airport,Pennsylvania,5003652.88567735,2097643.40794154
KIAD,Washington Dulles International Airport,Virginia,5314035.08682493,1928373.9243004
KOXC,Waterbury Oxford Airport,Connecticut,5787165.13605437,2291822.12666528
KALO,Waterloo Regional Airport,Iowa,3677529.45318108,2450794.30657913
KART,Watertown International Airport,New-York,5471077.56990176,2666609.55020504
KRYV,Watertown Municipal Airport,Wisconsin,4080192.52472736,2542302.30728615
KATY,Watertown Regional Airport,South-Dakota,3156895.91449286,2808070.23980776
KWVL,Waterville Robert Lafleur Airport,Maine,6166021.73985868,2749379.71600811
KWVI,Watsonville Municipal Airport,California,459193.274606912,1649417.84415415
KUGN,Waukegan Regional Airport,Illinois,4173852.74133464,2430761.44880621
KUES,Waukesha County Airport,Wisconsin,4133423.10151629,2523013.77039351
KAUW,Wausau Downtown Airport,Wisconsin,3981264.72505841,2809956.8629544
KBJJ,Wayne County Airport,Ohio,4828652.16374866,2203976.33054202
KTBN,Waynesville-St. Robert Regional Forney field,Missouri,3705956.85741646,1760417.86672812
KENV,Wendover Airport,Utah,1308847.31960623,2181396.08923377
KETB,West Bend Municipal Airport,Wisconsin,4145381.05809323,2580307.39211204
KCTJ,West Georgia Regional O V Gray Field,Georgia,4471258.55894378,1205976.74073868
KIWS,West Houston Airport,Texas,3319194.28356348,714951.384197635
KWWR,West Woodward Airport,Oklahoma,2897590.49579979,1581453.811234
KHPN,Westchester County Airport,New-York,5724483.82183992,2231851.52863571
KWST,Westerly State Airport,Rhode-Island,5933004.91922592,2272986.18002316
KBFF,Western Neb. Rgnl/William B. Heilig Airport,Nebraska,2451537.71685167,2349792.49176441
KCEF,Westover ARB/Metropolitan Airport,Massachusetts,5852912.59281408,2396971.19480343
KCAD,Wexford County Airport,Michigan,4442031.61874599,2709848.97489543
KGTB,Wheeler Sack Army Air Field,New-York,5504170.1892752,2676310.19578173
KHLG,Wheeling Ohio County Airport,West-Virginia,4964657.73278917,2103159.26434893
KNUW,Whidbey Island Naval Air Station /Ault Field/ Airport,Washington,364361.744633491,3356574.06100729
KICT,Wichita Mid Continent Airport,Kansas,3126409.93389991,1747727.07479321
KPWA,Wiley Post Airport,Oklahoma,3102975.24597079,1459137.53962741
KAVP,Wilkes Barre Scranton International Airport,Pennsylvania,5503743.2685108,2271367.01837783
KUKF,Wilkes County Airport,North-Carolina,4915161.66770168,1552202.21610609
KOKC,Will Rogers World Airport,Oklahoma,3108056.52161412,1440167.20737932
KDDH,William H. Morse State Airport,Vermont,5774988.28817174,2500611.48818137
KHOU,William P Hobby Airport,Texas,3362306.58901351,693160.121450676
KCLM,William R Fairchild International Airport,Washington,271938.842822046,3318497.65430589
KCKI,Williamsburg Regional Airport,South-Carolina,5051090.37429776,1217319.45339917
KMWA,Williamson County Regional Airport,Illinois,4048665.55965976,1762273.78318576
KIPT,Williamsport Regional Airport,Pennsylvania,5372588.38737521,2257273.60592819
KLNN,Willoughby Lost Nation Municipal Airport,Ohio,4883251.22602711,2321891.47771491
KYIP,Willow Run Airport,Michigan,4648832.50114698,2403462.05435026
KILM,Wilmington International Airport,North-Carolina,5265107.97111123,1290411.77289816
KBGF,Winchester Municipal Airport,Tennessee,4371148.58164166,1411244.33927873
KOKV,Winchester Regional Airport,Virginia,5238629.69839094,1956432.16030947
KWMC,Winnemucca Municipal Airport,Nevada,895463.609564011,2207133.55217948
KONA,Winona Municipal-Max Conrad Field,Minnesota,3753307.45757963,2679602.46524648
KSNK,Winston Field,Texas,2741289.87726806,1083325.50509847
