id,departure_airport_icao_code,arrival_airport_icao_code,scheduled_runway_departure,actual_runway_departure,scheduled_runway_arrival,actual_runway_arrival,idif_scheduled_runway_departure
306014450,KCVG,KBDL,2013-08-16 00:05:00,2013-08-16 00:07:00,2013-08-16 01:33:00,2013-08-16 01:37:00,33
306041579,KLAS,KONT,2013-08-16 00:05:00,2013-08-16 00:39:00,2013-08-16 00:41:00,2013-08-16 01:14:00,33
306020442,KDTW,KSDF,2013-08-16 00:05:00,2013-08-16 00:22:00,2013-08-16 00:56:00,2013-08-16 01:15:00,33
306005792,KBWI,KAUS,2013-08-16 00:05:00,2013-08-16 00:22:00,2013-08-16 03:13:00,2013-08-16 03:31:00,33
306012073,KCMH,KORD,2013-08-16 00:05:00,2013-08-16 00:15:00,2013-08-16 00:53:00,2013-08-16 01:00:00,33
306386680,KBLI,KSEA,2013-08-16 00:05:00,2013-08-16 00:28:00,2013-08-16 00:42:00,2013-08-16 01:03:00,33
306015055,KDAL,KAUS,2013-08-16 00:05:00,2013-08-16 00:56:00,2013-08-16 00:39:00,2013-08-16 01:30:00,33
306006587,KCAK,KCLT,2013-08-16 00:05:00,2013-08-16 00:15:00,2013-08-16 01:15:00,2013-08-16 01:23:00,33
306033088,KIAH,KJAN,2013-08-16 00:05:00,2013-08-16 00:47:00,2013-08-16 01:05:00,2013-08-16 01:43:00,33
305998239,KATL,KPHX,2013-08-16 00:05:00,2013-08-16 00:35:00,2013-08-16 03:35:00,2013-08-16 04:19:00,33
306005976,KBWI,KMCI,2013-08-16 00:05:00,2013-08-16 00:09:00,2013-08-16 02:26:00,2013-08-16 02:25:00,33
306014540,KCVG,KMDT,2013-08-16 00:05:00,2013-08-16 01:02:00,2013-08-16 01:05:00,2013-08-16 02:03:00,33
306041484,KLAS,KLAX,2013-08-16 00:05:00,2013-08-16 00:11:00,2013-08-16 00:48:00,2013-08-16 00:52:00,33
306290315,KIPT,KMDT,2013-08-16 00:06:00,2013-08-16 00:36:00,2013-08-16 00:38:00,2013-08-16 01:01:00,34
306386984,KDEN,KCMH,2013-08-16 00:06:00,2013-08-16 00:25:00,2013-08-16 02:30:00,2013-08-16 02:44:00,34
306042302,KLAX,KPDX,2013-08-16 00:06:00,2013-08-16 00:07:00,2013-08-16 02:01:00,2013-08-16 02:06:00,34
306016523,KDEN,KIAH,2013-08-16 00:06:00,2013-08-16 00:08:00,2013-08-16 01:52:00,2013-08-16 01:52:00,34
306011671,KCLT,KORF,2013-08-16 00:06:00,2013-08-16 00:10:00,2013-08-16 00:51:00,2013-08-16 00:49:00,34
306386410,KIAD,KHTO,2013-08-16 00:06:00,2013-08-16 00:25:00,2013-08-16 01:00:00,2013-08-16 01:20:00,34
306056645,KOAJ,KCLT,2013-08-16 00:06:00,2013-08-16 00:04:00,2013-08-16 00:52:00,2013-08-16 00:46:00,34
306041491,KLAS,KLAX,2013-08-16 00:06:00,2013-08-16 00:07:00,2013-08-16 00:47:00,2013-08-16 00:49:00,34
306386466,KLAS,KBOI,2013-08-16 00:06:00,2013-08-16 00:02:00,2013-08-16 01:24:00,2013-08-16 01:24:00,34
305997470,KATL,KCMH,2013-08-16 00:06:00,2013-08-16 00:14:00,2013-08-16 01:13:00,2013-08-16 01:16:00,34
306011304,KCLT,KDSM,2013-08-16 00:06:00,2013-08-16 00:20:00,2013-08-16 02:08:00,2013-08-16 02:20:00,34
306016687,KDEN,KMKE,2013-08-16 00:06:00,2013-08-16 00:23:00,2013-08-16 02:06:00,2013-08-16 02:15:00,34
306386457,KLVK,KCRQ,2013-08-16 00:06:00,2013-08-16 00:42:00,2013-08-16 01:06:00,2013-08-16 01:48:00,34
306017521,KDFW,KLAX,2013-08-16 00:06:00,2013-08-16 00:21:00,2013-08-16 03:10:00,2013-08-16 03:06:00,34
306386146,KAPA,KLIT,2013-08-16 00:06:00,2013-08-16 00:09:00,2013-08-16 01:36:00,2013-08-16 01:37:00,34
306062322,KPHL,KORD,2013-08-16 00:06:00,2013-08-15 23:53:00,2013-08-16 01:45:00,2013-08-16 01:29:00,34
306005962,KBWI,KLAS,2013-08-16 00:06:00,2013-08-16 00:01:00,2013-08-16 04:55:00,2013-08-16 04:40:00,34
306011427,KCLT,KIAD,2013-08-16 00:06:00,2013-08-16 00:28:00,2013-08-16 01:09:00,2013-08-16 01:19:00,34
306011200,KCLT,KCAK,2013-08-16 00:06:00,2013-08-16 00:11:00,2013-08-16 01:14:00,2013-08-16 01:08:00,34
306017831,KDFW,KSAN,2013-08-16 00:06:00,2013-08-16 00:11:00,2013-08-16 02:49:00,2013-08-16 02:49:00,34
306386352,KMDW,KSAF,2013-08-16 00:06:00,2013-08-15 23:55:00,2013-08-16 02:48:00,2013-08-16 02:07:00,34
306017820,KDFW,KRSW,2013-08-16 00:06:00,2013-08-16 00:14:00,2013-08-16 02:25:00,2013-08-16 02:22:00,34
306017881,KDFW,KSFO,2013-08-16 00:06:00,2013-08-16 00:10:00,2013-08-16 03:30:00,2013-08-16 03:32:00,34
