id,departure_airport_icao_code,arrival_airport_icao_code,scheduled_runway_departure,actual_runway_departure,scheduled_runway_arrival,actual_runway_arrival,idif_actual_runway_departure,idif_actual_runway_arrival
306064127,KPNS,KIAH,2013-08-16 00:01:00,2013-08-15 23:50:00,2013-08-16 01:15:00,2013-08-16 01:07:00,18,95
306037580,KJST,KIAD,2013-08-16 00:05:00,2013-08-15 23:51:00,2013-08-16 00:36:00,2013-08-16 00:30:00,19,58
306386513,KATL,KDTW,2013-08-16 00:30:00,2013-08-15 23:53:00,2013-08-16 01:47:00,2013-08-16 01:16:00,21,104
306386460,KOLF,KGTF,2013-08-16 00:00:00,2013-08-15 23:53:00,2013-08-16 01:56:00,2013-08-16 01:34:00,21,122
306062322,KPHL,KORD,2013-08-16 00:06:00,2013-08-15 23:53:00,2013-08-16 01:45:00,2013-08-16 01:29:00,21,117
306051345,KMKE,KDEN,2013-08-16 00:02:00,2013-08-15 23:54:00,2013-08-16 02:07:00,2013-08-16 01:57:00,22,145
306386307,KICT,KDFW,2013-08-16 00:10:00,2013-08-15 23:54:00,2013-08-16 01:25:00,2013-08-16 01:10:00,22,98
306063068,KPHX,KNYL,2013-08-16 00:02:00,2013-08-15 23:55:00,2013-08-16 00:29:00,2013-08-16 00:25:00,23,53
305996937,KASE,KDEN,2013-08-16 00:09:00,2013-08-15 23:55:00,2013-08-16 00:40:00,2013-08-16 00:28:00,23,56
306003307,KBOI,KLAS,2013-08-16 00:00:00,2013-08-15 23:55:00,2013-08-16 01:29:00,2013-08-16 01:28:00,23,116
306027806,KGSO,KIAD,2013-08-16 00:00:00,2013-08-15 23:55:00,2013-08-16 00:52:00,2013-08-16 00:38:00,23,66
306386352,KMDW,KSAF,2013-08-16 00:06:00,2013-08-15 23:55:00,2013-08-16 02:48:00,2013-08-16 02:07:00,23,155
306386403,KSBY,KBWI,2013-08-16 00:23:00,2013-08-15 23:55:00,2013-08-16 01:00:00,2013-08-16 00:53:00,23,81
306386810,KBFM,KBHM,2013-08-16 00:20:00,2013-08-15 23:56:00,2013-08-16 01:48:00,2013-08-16 01:14:00,24,102
306023193,KEYW,KMIA,2013-08-16 00:01:00,2013-08-15 23:56:00,2013-08-16 00:47:00,2013-08-16 00:20:00,24,48
306078541,KTPA,KMIA,2013-08-16 00:02:00,2013-08-15 23:56:00,2013-08-16 01:10:00,2013-08-16 00:31:00,24,59
306290105,KVIS,KOAK,2013-08-16 00:07:00,2013-08-15 23:56:00,2013-08-16 01:13:00,2013-08-16 00:57:00,24,85
306052119,KMOB,KCLT,2013-08-16 00:04:00,2013-08-15 23:56:00,2013-08-16 01:26:00,2013-08-16 01:12:00,24,100
306067317,KRSW,KEYW,2013-08-16 00:10:00,2013-08-15 23:56:00,2013-08-16 00:44:00,2013-08-16 00:27:00,24,55
306386703,KIGM,KPRC,2013-08-16 00:05:00,2013-08-15 23:57:00,2013-08-16 00:26:00,2013-08-16 00:22:00,25,50
306011477,KCLT,KJFK,2013-08-16 00:00:00,2013-08-15 23:57:00,2013-08-16 01:15:00,2013-08-16 01:19:00,25,107
306022466,KEUG,KOAK,2013-08-16 00:00:00,2013-08-15 23:57:00,2013-08-16 01:05:00,2013-08-16 01:12:00,25,100
306024070,KFLL,KATL,2013-08-16 00:00:00,2013-08-15 23:57:00,2013-08-16 01:28:00,2013-08-16 01:25:00,25,113
306027281,KGRK,KDFW,2013-08-16 00:13:00,2013-08-15 23:57:00,2013-08-16 01:07:00,2013-08-16 00:28:00,25,56
306073168,KSNA,KDFW,2013-08-16 00:02:00,2013-08-15 23:57:00,2013-08-16 02:49:00,2013-08-16 02:20:00,25,168
306012060,KCMH,KMSP,2013-08-16 00:02:00,2013-08-15 23:57:00,2013-08-16 01:30:00,2013-08-16 01:22:00,25,110
306082400,KVPS,KDFW,2013-08-16 00:07:00,2013-08-15 23:57:00,2013-08-16 02:15:00,2013-08-16 01:43:00,25,131
306041777,KLAW,KDFW,2013-08-16 00:02:00,2013-08-15 23:58:00,2013-08-16 00:57:00,2013-08-16 00:25:00,26,53
306386777,KEWN,KRDU,2013-08-16 00:15:00,2013-08-15 23:58:00,2013-08-16 00:52:00,2013-08-16 00:34:00,26,62
306073087,KSMF,KSEA,2013-08-16 00:02:00,2013-08-15 23:58:00,2013-08-16 01:24:00,2013-08-16 01:18:00,26,106
306042516,KLAX,KSJC,2013-08-16 00:37:00,2013-08-15 23:58:00,2013-08-16 01:36:00,2013-08-16 04:24:00,26,292
306003935,KBOS,KDCA,2013-08-16 00:05:00,2013-08-15 23:58:00,2013-08-16 01:24:00,2013-08-16 01:09:00,26,97
306025481,KFSD,KMSP,2013-08-16 00:11:00,2013-08-15 23:59:00,2013-08-16 00:44:00,2013-08-16 00:33:00,27,61
306036399,KJFK,KCMH,2013-08-16 00:07:00,2013-08-15 23:59:00,2013-08-16 01:25:00,2013-08-16 01:07:00,27,95
306079700,KTUS,KPHX,2013-08-16 00:08:00,2013-08-15 23:59:00,2013-08-16 00:41:00,2013-08-16 00:24:00,27,52
306386271,KSBY,KBWI,2013-08-16 00:04:00,2013-08-15 23:59:00,2013-08-16 00:41:00,2013-08-16 00:34:00,27,62
306386386,KIPL,KSAN,2013-08-16 00:24:00,2013-08-15 23:59:00,2013-08-16 00:53:00,2013-08-16 00:22:00,27,50
306386306,KGTF,KBIL,2013-08-16 00:10:00,2013-08-16 00:00:00,2013-08-16 00:52:00,2013-08-16 00:46:00,28,74
306386433,KEKO,KSLC,2013-08-16 00:30:00,2013-08-16 00:00:00,2013-08-16 01:13:00,2013-08-16 00:45:00,28,73
306005300,KBTR,KDFW,2013-08-16 00:05:00,2013-08-16 00:00:00,2013-08-16 01:33:00,2013-08-16 01:07:00,28,95
306074096,KSTL,KMWA,2013-08-16 00:02:00,2013-08-16 00:00:00,2013-08-16 00:39:00,2013-08-16 00:34:00,28,62
306033418,KIAH,KSLC,2013-08-16 00:00:00,2013-08-16 00:00:00,2013-08-16 02:45:00,2013-08-16 02:41:00,28,189
306027039,KGNV,KCLT,2013-08-16 00:15:00,2013-08-16 00:00:00,2013-08-16 01:24:00,2013-08-16 01:05:00,28,93
306014595,KCVG,KRDU,2013-08-16 00:05:00,2013-08-16 00:00:00,2013-08-16 01:06:00,2013-08-16 01:01:00,28,89
306047622,KMAF,KIAH,2013-08-16 00:05:00,2013-08-16 00:00:00,2013-08-16 01:10:00,2013-08-16 01:09:00,28,97
306386689,KMSN,KDTW,2013-08-16 00:00:00,2013-08-16 00:00:00,2013-08-16 00:51:00,2013-08-16 00:52:00,28,80
306011753,KCLT,KROA,2013-08-16 00:01:00,2013-08-16 00:00:00,2013-08-16 00:41:00,2013-08-16 00:37:00,28,65
305999275,KAZO,KORD,2013-08-16 00:07:00,2013-08-16 00:00:00,2013-08-16 01:05:00,2013-08-16 00:23:00,28,51
306011570,KCLT,KMEM,2013-08-16 00:01:00,2013-08-16 00:00:00,2013-08-16 01:21:00,2013-08-16 01:18:00,28,106
306043734,KLGA,KORD,2013-08-16 00:21:00,2013-08-16 00:00:00,2013-08-16 02:37:00,2013-08-16 01:47:00,28,135
306058850,KORD,KSFO,2013-08-16 00:00:00,2013-08-16 00:00:00,2013-08-16 04:00:00,2013-08-16 04:04:00,28,272
306057845,KORD,KBOS,2013-08-16 00:15:00,2013-08-16 00:01:00,2013-08-16 02:23:00,2013-08-16 01:47:00,29,135
306032763,KIAD,KSFO,2013-08-16 00:00:00,2013-08-16 00:01:00,2013-08-16 05:09:00,2013-08-16 04:57:00,29,325
306012981,KCPR,KDEN,2013-08-16 00:02:00,2013-08-16 00:01:00,2013-08-16 00:49:00,2013-08-16 00:47:00,29,75
306067010,KRNO,KLAX,2013-08-16 00:04:00,2013-08-16 00:01:00,2013-08-16 01:28:00,2013-08-16 01:07:00,29,95
306005962,KBWI,KLAS,2013-08-16 00:06:00,2013-08-16 00:01:00,2013-08-16 04:55:00,2013-08-16 04:40:00,29,308
306049769,KMEM,KIAH,2013-08-16 00:01:00,2013-08-16 00:01:00,2013-08-16 01:17:00,2013-08-16 01:22:00,29,110
306014555,KCVG,KMSP,2013-08-16 00:03:00,2013-08-16 00:01:00,2013-08-16 01:36:00,2013-08-16 01:27:00,29,115
306386590,KCOD,KCPR,2013-08-16 00:14:00,2013-08-16 00:01:00,2013-08-16 01:15:00,2013-08-16 00:59:00,29,87
306020071,KDTW,KDSM,2013-08-16 00:00:00,2013-08-16 00:01:00,2013-08-16 01:18:00,2013-08-16 01:18:00,29,106
306042276,KLAX,KORD,2013-08-16 00:05:00,2013-08-16 00:01:00,2013-08-16 03:30:00,2013-08-16 03:38:00,29,246
306058397,KORD,KLGA,2013-08-16 00:10:00,2013-08-16 00:02:00,2013-08-16 02:16:00,2013-08-16 01:39:00,30,127
306290188,KCDC,KLAS,2013-08-16 00:17:00,2013-08-16 00:02:00,2013-08-16 01:16:00,2013-08-16 01:02:00,30,90
306035889,KJAX,KCLT,2013-08-16 00:04:00,2013-08-16 00:02:00,2013-08-16 01:03:00,2013-08-16 00:55:00,30,83
306295407,KPHL,KBOS,2013-08-16 00:17:00,2013-08-16 00:02:00,2013-08-16 01:02:00,2013-08-16 00:48:00,30,76
306049714,KMEM,KATL,2013-08-16 00:00:00,2013-08-16 00:02:00,2013-08-16 00:50:00,2013-08-16 00:54:00,30,82
306042434,KLAX,KSEA,2013-08-16 00:07:00,2013-08-16 00:02:00,2013-08-16 02:14:00,2013-08-16 02:04:00,30,152
306386466,KLAS,KBOI,2013-08-16 00:06:00,2013-08-16 00:02:00,2013-08-16 01:24:00,2013-08-16 01:24:00,30,112
306011762,KCLT,KROC,2013-08-16 00:02:00,2013-08-16 00:02:00,2013-08-16 01:22:00,2013-08-16 01:18:00,30,106
306058265,KORD,KHPN,2013-08-16 00:15:00,2013-08-16 00:02:00,2013-08-16 01:59:00,2013-08-16 01:45:00,30,133
306062977,KPHX,KSFO,2013-08-16 00:00:00,2013-08-16 00:02:00,2013-08-16 01:37:00,2013-08-16 01:39:00,30,127
306386760,KBBW,KEAR,2013-08-16 00:11:00,2013-08-16 00:02:00,2013-08-16 00:27:00,2013-08-16 00:22:00,30,50
306063247,KPIT,KMSP,2013-08-16 00:01:00,2013-08-16 00:02:00,2013-08-16 01:40:00,2013-08-16 01:37:00,30,125
306015773,KDCA,KTYS,2013-08-16 00:00:00,2013-08-16 00:02:00,2013-08-16 01:09:00,2013-08-16 01:12:00,30,100
306010929,KCLE,KPHL,2013-08-16 00:02:00,2013-08-16 00:02:00,2013-08-16 01:00:00,2013-08-16 01:03:00,30,91
306043958,KLGB,KSEA,2013-08-16 00:11:00,2013-08-16 00:02:00,2013-08-16 02:15:00,2013-08-16 02:11:00,30,159
306068407,KSBA,KLAX,2013-08-16 00:11:00,2013-08-16 00:03:00,2013-08-16 00:33:00,2013-08-16 00:29:00,31,57
306006584,KCAK,KATL,2013-08-16 00:09:00,2013-08-16 00:03:00,2013-08-16 01:31:00,2013-08-16 01:29:00,31,117
306014457,KCVG,KBOS,2013-08-16 00:05:00,2013-08-16 00:03:00,2013-08-16 01:41:00,2013-08-16 01:38:00,31,126
306295724,KPIE,KPBI,2013-08-16 00:16:00,2013-08-16 00:03:00,2013-08-16 00:52:00,2013-08-16 00:36:00,31,64
306386731,KOAK,KOKC,2013-08-16 00:09:00,2013-08-16 00:03:00,2013-08-16 03:00:00,2013-08-16 02:54:00,31,202
306047610,KMAF,KDFW,2013-08-16 00:09:00,2013-08-16 00:03:00,2013-08-16 01:28:00,2013-08-16 00:54:00,31,82
306005626,KBUR,KDEN,2013-08-16 00:09:00,2013-08-16 00:03:00,2013-08-16 02:01:00,2013-08-16 02:07:00,31,155
306011859,KCLT,KXNA,2013-08-16 00:04:00,2013-08-16 00:03:00,2013-08-16 01:50:00,2013-08-16 01:51:00,31,139
306010953,KCLE,KROC,2013-08-16 00:05:00,2013-08-16 00:03:00,2013-08-16 01:00:00,2013-08-16 00:57:00,31,85
306058830,KORD,KSEA,2013-08-16 00:10:00,2013-08-16 00:03:00,2013-08-16 04:33:00,2013-08-16 03:49:00,31,257
306003983,KBOS,KEWR,2013-08-16 00:01:00,2013-08-16 00:03:00,2013-08-16 00:57:00,2013-08-16 00:49:00,31,77
306011222,KCLT,KCHS,2013-08-16 00:02:00,2013-08-16 00:03:00,2013-08-16 00:33:00,2013-08-16 00:38:00,31,66
305998255,KATL,KPIT,2013-08-16 00:02:00,2013-08-16 00:04:00,2013-08-16 01:11:00,2013-08-16 01:17:00,32,105
306056645,KOAJ,KCLT,2013-08-16 00:06:00,2013-08-16 00:04:00,2013-08-16 00:52:00,2013-08-16 00:46:00,32,74
306057825,KORD,KBNA,2013-08-16 00:14:00,2013-08-16 00:04:00,2013-08-16 01:26:00,2013-08-16 01:08:00,32,96
306015399,KDCA,KBOS,2013-08-16 00:11:00,2013-08-16 00:04:00,2013-08-16 01:09:00,2013-08-16 01:05:00,32,93
306071995,KSJC,KSEA,2013-08-16 00:09:00,2013-08-16 00:04:00,2013-08-16 01:42:00,2013-08-16 01:40:00,32,128
306012019,KCMH,KIAD,2013-08-16 00:09:00,2013-08-16 00:04:00,2013-08-16 01:01:00,2013-08-16 00:52:00,32,80
306062996,KPHX,KSLC,2013-08-16 00:04:00,2013-08-16 00:04:00,2013-08-16 01:13:00,2013-08-16 01:19:00,32,107
306011540,KCLT,KMCI,2013-08-16 00:07:00,2013-08-16 00:04:00,2013-08-16 02:13:00,2013-08-16 02:03:00,32,151
306010766,KCLE,KCLT,2013-08-16 00:07:00,2013-08-16 00:04:00,2013-08-16 01:20:00,2013-08-16 01:12:00,32,100
306048464,KMCO,KLAS,2013-08-16 00:00:00,2013-08-16 00:04:00,2013-08-16 04:21:00,2013-08-16 04:28:00,32,296
306011214,KCLT,KCHO,2013-08-16 00:00:00,2013-08-16 00:04:00,2013-08-16 00:55:00,2013-08-16 00:57:00,32,85
306068840,KSDF,KORD,2013-08-16 00:10:00,2013-08-16 00:04:00,2013-08-16 01:45:00,2013-08-16 00:58:00,32,86
306043490,KLGA,KCMH,2013-08-16 00:26:00,2013-08-16 00:04:00,2013-08-16 01:51:00,2013-08-16 01:18:00,32,106
306017877,KDFW,KSFO,2013-08-16 00:05:00,2013-08-16 00:04:00,2013-08-16 03:25:00,2013-08-16 03:19:00,32,227
306032429,KIAD,KATL,2013-08-16 00:10:00,2013-08-16 00:04:00,2013-08-16 01:33:00,2013-08-16 01:32:00,32,120
306074130,KSTL,KPHL,2013-08-16 00:05:00,2013-08-16 00:05:00,2013-08-16 01:53:00,2013-08-16 01:55:00,33,143
306034258,KILM,KCLT,2013-08-16 00:09:00,2013-08-16 00:05:00,2013-08-16 00:48:00,2013-08-16 00:42:00,33,70
306058295,KORD,KIAH,2013-08-16 00:14:00,2013-08-16 00:05:00,2013-08-16 02:15:00,2013-08-16 02:09:00,33,157
306058577,KORD,KSAW,2013-08-16 00:14:00,2013-08-16 00:05:00,2013-08-16 01:14:00,2013-08-16 00:51:00,33,79
306041691,KLAS,KSFO,2013-08-16 00:05:00,2013-08-16 00:05:00,2013-08-16 01:14:00,2013-08-16 01:14:00,33,102
306058245,KORD,KGRR,2013-08-16 00:05:00,2013-08-16 00:05:00,2013-08-16 00:35:00,2013-08-16 00:32:00,33,60
306386838,KJAC,KSLC,2013-08-16 00:24:00,2013-08-16 00:05:00,2013-08-16 01:10:00,2013-08-16 01:10:00,33,98
306016919,KDEN,KSFO,2013-08-16 00:09:00,2013-08-16 00:05:00,2013-08-16 02:18:00,2013-08-16 02:11:00,33,159
306069846,KSFO,KATL,2013-08-16 00:04:00,2013-08-16 00:05:00,2013-08-16 04:00:00,2013-08-16 04:01:00,33,269
306074147,KSTL,KSDF,2013-08-16 00:05:00,2013-08-16 00:05:00,2013-08-16 00:49:00,2013-08-16 00:43:00,33,71
306041442,KLAS,KIAH,2013-08-16 00:04:00,2013-08-16 00:05:00,2013-08-16 02:40:00,2013-08-16 02:33:00,33,181
306015464,KDCA,KCRW,2013-08-16 00:11:00,2013-08-16 00:05:00,2013-08-16 01:19:00,2013-08-16 01:05:00,33,93
306010908,KCLE,KORD,2013-08-16 00:11:00,2013-08-16 00:05:00,2013-08-16 01:05:00,2013-08-16 00:57:00,33,85
306058255,KORD,KGSP,2013-08-16 00:03:00,2013-08-16 00:06:00,2013-08-16 01:23:00,2013-08-16 01:28:00,34,116
306296000,KBJI,KMSP,2013-08-16 00:05:00,2013-08-16 00:06:00,2013-08-16 00:57:00,2013-08-16 00:56:00,34,84
306011989,KCMH,KCLT,2013-08-16 00:00:00,2013-08-16 00:06:00,2013-08-16 01:03:00,2013-08-16 01:03:00,34,91
306023491,KFAY,KCLT,2013-08-16 00:07:00,2013-08-16 00:06:00,2013-08-16 00:46:00,2013-08-16 00:32:00,34,60
306069558,KSEA,KPDX,2013-08-16 00:09:00,2013-08-16 00:06:00,2013-08-16 00:36:00,2013-08-16 00:38:00,34,66
306011524,KCLT,KLIT,2013-08-16 00:05:00,2013-08-16 00:06:00,2013-08-16 01:35:00,2013-08-16 01:39:00,34,127
306011777,KCLT,KSAV,2013-08-16 00:07:00,2013-08-16 00:06:00,2013-08-16 00:43:00,2013-08-16 00:42:00,34,70
306043398,KLGA,KBOS,2013-08-16 00:11:00,2013-08-16 00:06:00,2013-08-16 00:44:00,2013-08-16 00:42:00,34,70
306063178,KPIT,KDCA,2013-08-16 00:11:00,2013-08-16 00:06:00,2013-08-16 00:55:00,2013-08-16 00:44:00,34,72
306052873,KMSP,KJFK,2013-08-16 00:05:00,2013-08-16 00:06:00,2013-08-16 02:12:00,2013-08-16 02:24:00,34,172
306024169,KFLL,KEWR,2013-08-16 00:08:00,2013-08-16 00:06:00,2013-08-16 02:33:00,2013-08-16 02:35:00,34,183
306050789,KMIA,KCLE,2013-08-16 00:11:00,2013-08-16 00:06:00,2013-08-16 02:51:00,2013-08-16 02:37:00,34,185
306017854,KDFW,KSAV,2013-08-16 00:11:00,2013-08-16 00:06:00,2013-08-16 02:25:00,2013-08-16 02:00:00,34,148
306386587,KTWF,KSLC,2013-08-16 00:13:00,2013-08-16 00:06:00,2013-08-16 01:23:00,2013-08-16 01:15:00,34,103
306031703,KHOU,KDCA,2013-08-16 00:05:00,2013-08-16 00:06:00,2013-08-16 02:46:00,2013-08-16 02:36:00,34,184
306063029,KPHX,KSNA,2013-08-16 00:03:00,2013-08-16 00:06:00,2013-08-16 00:57:00,2013-08-16 00:57:00,34,85
306016627,KDEN,KLGA,2013-08-16 00:03:00,2013-08-16 00:06:00,2013-08-16 03:10:00,2013-08-16 03:24:00,34,232
306049726,KMEM,KCLT,2013-08-16 00:00:00,2013-08-16 00:06:00,2013-08-16 01:14:00,2013-08-16 01:17:00,34,105
306041491,KLAS,KLAX,2013-08-16 00:06:00,2013-08-16 00:07:00,2013-08-16 00:47:00,2013-08-16 00:49:00,35,77
306032674,KIAD,KMIA,2013-08-16 00:09:00,2013-08-16 00:07:00,2013-08-16 02:23:00,2013-08-16 02:20:00,35,168
306011591,KCLT,KMKE,2013-08-16 00:00:00,2013-08-16 00:07:00,2013-08-16 01:54:00,2013-08-16 01:45:00,35,133
306042302,KLAX,KPDX,2013-08-16 00:06:00,2013-08-16 00:07:00,2013-08-16 02:01:00,2013-08-16 02:06:00,35,154
306014450,KCVG,KBDL,2013-08-16 00:05:00,2013-08-16 00:07:00,2013-08-16 01:33:00,2013-08-16 01:37:00,35,125
306082394,KVPS,KCLT,2013-08-16 00:09:00,2013-08-16 00:07:00,2013-08-16 01:24:00,2013-08-16 01:16:00,35,104
306062555,KPHX,KBOI,2013-08-16 00:05:00,2013-08-16 00:07:00,2013-08-16 01:46:00,2013-08-16 01:52:00,35,140
306014483,KCVG,KDFW,2013-08-16 00:13:00,2013-08-16 00:07:00,2013-08-16 02:35:00,2013-08-16 02:08:00,35,156
306043857,KLGA,KSTL,2013-08-16 00:00:00,2013-08-16 00:07:00,2013-08-16 02:08:00,2013-08-16 02:04:00,35,152
306015693,KDCA,KPBI,2013-08-16 00:01:00,2013-08-16 00:07:00,2013-08-16 02:19:00,2013-08-16 02:28:00,35,176
306386886,KRME,KSYR,2013-08-16 00:30:00,2013-08-16 00:07:00,2013-08-16 00:41:00,2013-08-16 00:26:00,35,54
306024061,KFLG,KPHX,2013-08-16 00:05:00,2013-08-16 00:07:00,2013-08-16 00:38:00,2013-08-16 00:39:00,35,67
306073243,KSNA,KSFO,2013-08-16 00:09:00,2013-08-16 00:07:00,2013-08-16 01:08:00,2013-08-16 01:08:00,35,96
306058843,KORD,KSFO,2013-08-16 00:00:00,2013-08-16 00:07:00,2013-08-16 04:21:00,2013-08-16 04:10:00,35,278
306019998,KDTW,KCLT,2013-08-16 00:03:00,2013-08-16 00:07:00,2013-08-16 01:25:00,2013-08-16 01:21:00,35,109
306063207,KPIT,KIAD,2013-08-16 00:16:00,2013-08-16 00:07:00,2013-08-16 00:54:00,2013-08-16 00:41:00,35,69
306288251,KMFR,KPDX,2013-08-16 00:40:00,2013-08-16 00:07:00,2013-08-16 01:31:00,2013-08-16 00:48:00,35,76
306048183,KMCI,KLGA,2013-08-16 00:05:00,2013-08-16 00:07:00,2013-08-16 02:26:00,2013-08-16 02:31:00,35,179
306033217,KIAH,KMFE,2013-08-16 00:05:00,2013-08-16 00:07:00,2013-08-16 00:55:00,2013-08-16 00:56:00,35,84
306003858,KBOS,KAUG,2013-08-16 00:02:00,2013-08-16 00:07:00,2013-08-16 00:52:00,2013-08-16 00:58:00,35,86
306017473,KDFW,KJAX,2013-08-16 00:11:00,2013-08-16 00:07:00,2013-08-16 02:21:00,2013-08-16 01:54:00,35,142
306048145,KMCI,KDFW,2013-08-16 00:11:00,2013-08-16 00:08:00,2013-08-16 01:50:00,2013-08-16 01:14:00,36,102
306034422,KIND,KCLT,2013-08-16 00:08:00,2013-08-16 00:08:00,2013-08-16 01:25:00,2013-08-16 01:20:00,36,108
306046443,KLSE,KORD,2013-08-16 00:05:00,2013-08-16 00:08:00,2013-08-16 01:30:00,2013-08-16 00:47:00,36,75
306026313,KGEG,KPDX,2013-08-16 00:09:00,2013-08-16 00:08:00,2013-08-16 01:02:00,2013-08-16 01:07:00,36,95
306058813,KORD,KSDF,2013-08-16 00:19:00,2013-08-16 00:08:00,2013-08-16 01:10:00,2013-08-16 00:58:00,36,86
305998870,KAUS,KDFW,2013-08-16 00:18:00,2013-08-16 00:08:00,2013-08-16 01:20:00,2013-08-16 00:50:00,36,78
306015098,KDAL,KIAH,2013-08-16 00:14:00,2013-08-16 00:08:00,2013-08-16 00:53:00,2013-08-16 00:47:00,36,75
306016523,KDEN,KIAH,2013-08-16 00:06:00,2013-08-16 00:08:00,2013-08-16 01:52:00,2013-08-16 01:52:00,36,140
306011277,KCLT,KDCA,2013-08-16 00:05:00,2013-08-16 00:08:00,2013-08-16 00:59:00,2013-08-16 01:01:00,36,89
306016854,KDEN,KRAP,2013-08-16 00:08:00,2013-08-16 00:08:00,2013-08-16 00:53:00,2013-08-16 00:56:00,36,84
306062641,KPHX,KDTW,2013-08-16 00:00:00,2013-08-16 00:08:00,2013-08-16 03:18:00,2013-08-16 03:30:00,36,238
306068155,KSAV,KCLT,2013-08-16 00:11:00,2013-08-16 00:08:00,2013-08-16 00:57:00,2013-08-16 00:47:00,36,75
306009980,KCHS,KDCA,2013-08-16 00:00:00,2013-08-16 00:08:00,2013-08-16 01:06:00,2013-08-16 01:20:00,36,108
306300943,KPBI,KGSP,2013-08-16 00:21:00,2013-08-16 00:08:00,2013-08-16 01:44:00,2013-08-16 01:31:00,36,119
306047604,KMAF,KDAL,2013-08-16 00:11:00,2013-08-16 00:09:00,2013-08-16 00:59:00,2013-08-16 00:54:00,37,82
306015526,KDCA,KGSP,2013-08-16 00:11:00,2013-08-16 00:09:00,2013-08-16 01:15:00,2013-08-16 01:13:00,37,101
306062776,KPHX,KLGB,2013-08-16 00:03:00,2013-08-16 00:09:00,2013-08-16 00:53:00,2013-08-16 01:03:00,37,91
306072605,KSLC,KDFW,2013-08-16 00:00:00,2013-08-16 00:09:00,2013-08-16 02:35:00,2013-08-16 02:09:00,37,157
306041715,KLAS,KSLC,2013-08-16 00:07:00,2013-08-16 00:09:00,2013-08-16 01:00:00,2013-08-16 01:05:00,37,93
306032893,KIAH,KBTR,2013-08-16 00:07:00,2013-08-16 00:09:00,2013-08-16 00:49:00,2013-08-16 00:47:00,37,75
306036722,KJFK,KRDU,2013-08-16 00:27:00,2013-08-16 00:09:00,2013-08-16 01:49:00,2013-08-16 01:16:00,37,104
306386837,KEDE,KRDU,2013-08-16 00:24:00,2013-08-16 00:09:00,2013-08-16 01:01:00,2013-08-16 00:44:00,37,72
306386146,KAPA,KLIT,2013-08-16 00:06:00,2013-08-16 00:09:00,2013-08-16 01:36:00,2013-08-16 01:37:00,37,125
306014501,KCVG,KEWR,2013-08-16 00:15:00,2013-08-16 00:09:00,2013-08-16 01:42:00,2013-08-16 01:42:00,37,130
306005976,KBWI,KMCI,2013-08-16 00:05:00,2013-08-16 00:09:00,2013-08-16 02:26:00,2013-08-16 02:25:00,37,173
306016251,KDEN,KAUS,2013-08-16 00:09:00,2013-08-16 00:09:00,2013-08-16 01:49:00,2013-08-16 01:51:00,37,139
306017890,KDFW,KSFO,2013-08-16 00:00:00,2013-08-16 00:09:00,2013-08-16 03:25:00,2013-08-16 03:38:00,37,246
