Martha's Vineyard Airport,New Bedford Regional Airport,1,962,407.5
George Bush Intercontinental Houston Airport,Dallas Love Field,1,36,334.0
Santa Monica Municipal Airport,John Wayne Airport-Orange County Airport,1,156,231.5
Republic Airport,Laconia Municipal Airport,1,36,337.5
Chicago Executive Airport,Myrtle Beach International Airport,1,6,533.0
Norman Y. Mineta San Jose International Airport,Sloulin Field International Airport,1,70,544.0
Sacramento International Airport,Norman Y. Mineta San Jose International Airport,1,6,288.0
Washington Dulles International Airport,Charlotte Douglas International Airport,1,36,338.0
Westchester County Airport,Martha's Vineyard Airport,1,6,377.0
Chicago O'Hare International Airport,Chicago Midway International Airport,1,6,194.0
Metropolitan Oakland International Airport,Santa Monica Municipal Airport,1,36,384.0
Westchester County Airport,Worcester Regional Airport,1,6,298.0
DuBois Regional Airport,Cleveland Hopkins International Airport,1,95,217.5
Missoula International Airport,Billings Logan International Airport,1,295,225.0
Helena Regional Airport,Billings Logan International Airport,1,3,239.0
Gallatin Field,Billings Logan International Airport,1,8,258.0
Great Falls International Airport,Billings Logan International Airport,1,7,209.0
Billings Logan International Airport,Missoula International Airport,1,220,191.0
Bert Mooney Airport,Billings Logan International Airport,1,354,242.0
Great Falls International Airport,Billings Logan International Airport,1,312,253.0
Billings Logan International Airport,Missoula International Airport,1,310,192.0
L M Clayton Airport,Billings Logan International Airport,1,220,236.0
Joe Foss Field Airport,Rapid City Regional Airport,1,235,234.0
Grand Forks International Airport,Bismarck Municipal Airport,1,104,203.0
Grand Forks International Airport,Bismarck Municipal Airport,1,103,182.5
General Edward Lawrence Logan International Airport,Louisville International Standiford Field,1,143,431.0
General Edward Lawrence Logan International Airport,Philadelphia International Airport,1,155,418.5
Manchester Airport,Philadelphia International Airport,1,186,351.0
Manchester Airport,Louisville International Standiford Field,1,94,407.0
Bradley International Airport,Louisville International Standiford Field,1,120,440.0
Newark Liberty International Airport,Chicago Rockford International Airport,1,169,430.0
Newark Liberty International Airport,Louisville International Standiford Field,1,197,418.0
Newark Liberty International Airport,Louisville International Standiford Field,1,160,442.0
John F Kennedy International Airport,Louisville International Standiford Field,1,196,442.0
Bradley International Airport,Philadelphia International Airport,1,124,361.0
Albany International Airport,Bradley International Airport,1,46,275.0
John F Kennedy International Airport,Chicago Rockford International Airport,1,163,438.0
Buffalo Niagara International Airport,Philadelphia International Airport,1,219,339.5
Syracuse Hancock International Airport,Buffalo Niagara International Airport,1,132,313.0
Syracuse Hancock International Airport,Philadelphia International Airport,1,164,301.0
Buffalo Niagara International Airport,Louisville International Standiford Field,1,208,442.5
Pittsburgh International Airport,Louisville International Standiford Field,1,132,441.0
Pittsburgh International Airport,Philadelphia International Airport,1,150,359.0
Harrisburg International Airport,Louisville International Standiford Field,1,136,431.0
Philadelphia International Airport,Louisville International Standiford Field,1,140,442.0
Philadelphia International Airport,Chicago Rockford International Airport,1,165,475.5
Baltimore/Washington International Thurgood Marshal Airport,Louisville International Standiford Field,1,162,412.5
Washington Dulles International Airport,Louisville International Standiford Field,1,183,414.0
Richmond International Airport,Louisville International Standiford Field,1,145,425.5
Richmond International Airport,Philadelphia International Airport,1,158,299.0
Norfolk International Airport,Richmond International Airport,1,78,279.0
Piedmont Triad International Airport,Louisville International Standiford Field,1,229,362.0
Roanoke Regional Woodrum Field,Piedmont Triad International Airport,1,152,407.5
Raleigh Durham International Airport,Louisville International Standiford Field,1,139,447.0
Charlotte Douglas International Airport,Louisville International Standiford Field,1,159,438.5
Columbia Metropolitan Airport,Louisville International Standiford Field,1,141,422.0
Greenville Spartanburg International Airport,Louisville International Standiford Field,1,209,295.0
Hartsfield Jackson Atlanta International Airport,Louisville International Standiford Field,1,185,377.0
Hartsfield Jackson Atlanta International Airport,Louisville International Standiford Field,1,207,409.0
Hartsfield Jackson Atlanta International Airport,Louisville International Standiford Field,1,131,396.0
Hartsfield Jackson Atlanta International Airport,Philadelphia International Airport,1,172,505.0
Jacksonville International Airport,Louisville International Standiford Field,1,130,446.0
Orlando International Airport,Louisville International Standiford Field,1,141,467.0
Miami International Airport,Louisville International Standiford Field,1,145,462.0
Palm Beach International Airport,Louisville International Standiford Field,1,124,418.0
St Petersburg Clearwater International Airport,Louisville International Standiford Field,1,106,461.0
Huntsville International Carl T Jones Field,Louisville International Standiford Field,1,229,392.0
Southwest Florida International Airport,Huntsville International Carl T Jones Field,1,81,452.0
Fort Lauderdale Hollywood International Airport,Louisville International Standiford Field,1,170,443.0
Birmingham-Shuttlesworth International Airport,Louisville International Standiford Field,1,200,426.0
Southwest Georgia Regional Airport,Louisville International Standiford Field,1,220,397.0
Pensacola Regional Airport,Southwest Georgia Regional Airport,1,134,355.5
McGhee Tyson Airport,Louisville International Standiford Field,1,180,290.0
Memphis International Airport,Louisville International Standiford Field,1,156,387.0
Memphis International Airport,Louisville International Standiford Field,1,206,403.0
Jackson Evers International Airport,Louisville International Standiford Field,1,191,408.0
Cleveland Hopkins International Airport,Louisville International Standiford Field,1,163,362.0
South Bend Regional Airport,Fort Wayne International Airport,1,116,282.0
Capital City Airport,Rickenbacker International Airport,1,135,350.0
Detroit Metropolitan Wayne County Airport,Louisville International Standiford Field,1,164,392.0
Detroit Metropolitan Wayne County Airport,Chicago Rockford International Airport,1,149,413.0
Spokane International Airport,Portland International Airport,1,80,349.0
Austin Bergstrom International Airport,Louisville International Standiford Field,1,177,482.0
Joe Foss Field Airport,Louisville International Standiford Field,1,189,466.0
Des Moines International Airport,Louisville International Standiford Field,1,188,454.0
The Eastern Iowa Airport,Louisville International Standiford Field,1,224,472.0
General Mitchell International Airport,Louisville International Standiford Field,1,189,454.5
Minneapolis-St Paul International/Wold-Chamberlain Airport,Chicago Rockford International Airport,1,203,467.0
Minneapolis-St Paul International/Wold-Chamberlain Airport,Philadelphia International Airport,1,162,497.0
Minneapolis-St Paul International/Wold-Chamberlain Airport,Louisville International Standiford Field,1,185,497.0
Denver International Airport,Ontario International Airport,1,255,438.0
Billings Logan International Airport,Denver International Airport,1,106,453.5
Chicago O'Hare International Airport,Louisville International Standiford Field,1,189,329.0
Chicago O'Hare International Airport,Louisville International Standiford Field,1,237,401.0
Chicago O'Hare International Airport,Philadelphia International Airport,1,200,374.0
Chicago O'Hare International Airport,Louisville International Standiford Field,1,219,403.0
Greater Peoria Regional Airport,Louisville International Standiford Field,1,243,409.0
Chicago Rockford International Airport,Greater Peoria Regional Airport,1,162,318.0
Lambert St Louis International Airport,Louisville International Standiford Field,1,222,395.0
Kansas City International Airport,Louisville International Standiford Field,1,186,486.0
Springfield Branson National Airport,Louisville International Standiford Field,1,243,457.0
Wichita Mid Continent Airport,Springfield Branson National Airport,1,157,381.0
Eppley Airfield,Louisville International Standiford Field,1,191,484.5
Louis Armstrong New Orleans International Airport,Louisville International Standiford Field,1,141,450.0
Lafayette Regional Airport,Louisville International Standiford Field,1,175,480.0
Memphis International Airport,Louisville International Standiford Field,1,249,441.0
Shreveport Regional Airport,Memphis International Airport,1,143,347.0
Adams Field,Louisville International Standiford Field,1,223,437.0
Will Rogers World Airport,Adams Field,1,139,356.0
Tulsa International Airport,Louisville International Standiford Field,1,183,457.0
Dallas Fort Worth International Airport,Louisville International Standiford Field,1,160,479.0
Dallas Fort Worth International Airport,Chicago Rockford International Airport,1,194,455.0
Dallas Fort Worth International Airport,Louisville International Standiford Field,1,185,463.0
George Bush Intercontinental Houston Airport,Louisville International Standiford Field,1,206,497.0
George Bush Intercontinental Houston Airport,Chicago Rockford International Airport,1,214,468.0
Dallas Fort Worth International Airport,Louisville International Standiford Field,1,207,432.5
Laredo International Airport,Dallas Fort Worth International Airport,1,76,404.5
San Antonio International Airport,Louisville International Standiford Field,1,189,451.0
Mc Allen Miller International Airport,Louisville International Standiford Field,1,163,482.0
Albuquerque International Sunport Airport,Louisville International Standiford Field,1,204,463.0
El Paso International Airport,Albuquerque International Sunport Airport,1,103,370.0
Denver International Airport,Louisville International Standiford Field,1,270,506.0
Denver International Airport,Louisville International Standiford Field,1,242,485.0
Salt Lake City International Airport,Ontario International Airport,1,193,420.0
Boise Air Terminal/Gowen field,Salt Lake City International Airport,1,52,374.0
Salt Lake City International Airport,Louisville International Standiford Field,1,173,495.0
Phoenix Sky Harbor International Airport,Ontario International Airport,1,237,426.0
Phoenix Sky Harbor International Airport,Louisville International Standiford Field,1,186,476.0
Miami International Airport,Louisville International Standiford Field,1,173,416.5
Albuquerque International Sunport Airport,Ontario International Airport,1,192,466.0
McCarran International Airport,Louisville International Standiford Field,1,148,471.0
Reno Tahoe International Airport,Louisville International Standiford Field,1,140,498.0
Los Angeles International Airport,Louisville International Standiford Field,1,152,496.0
Long Beach /Daugherty Field/ Airport,Louisville International Standiford Field,1,163,482.0
Bob Hope Airport,Louisville International Standiford Field,1,156,484.0
Ontario International Airport,Chicago Rockford International Airport,1,189,504.0
John Wayne Airport-Orange County Airport,Louisville International Standiford Field,1,150,495.5
Ontario International Airport,Louisville International Standiford Field,1,172,486.0
San Diego International Airport,Louisville International Standiford Field,1,150,483.0
Newark Liberty International Airport,Louisville International Standiford Field,1,232,418.0
Fresno Yosemite International Airport,Ontario International Airport,1,84,354.0
Norman Y. Mineta San Jose International Airport,Louisville International Standiford Field,1,139,501.0
Metropolitan Oakland International Airport,Louisville International Standiford Field,1,154,505.0
Sacramento Mather Airport,Ontario International Airport,1,272,412.0
Reno Tahoe International Airport,Sacramento Mather Airport,1,190,247.5
Sacramento Mather Airport,Louisville International Standiford Field,1,146,497.0
Metropolitan Oakland International Airport,Ontario International Airport,1,294,450.0
Portland International Airport,Ontario International Airport,1,264,425.0
Boeing Field King County International Airport,Salt Lake City International Airport,1,100,450.0
Portland International Airport,Louisville International Standiford Field,1,131,506.0
Boeing Field King County International Airport,Louisville International Standiford Field,1,154,508.0
Boeing Field King County International Airport,Ontario International Airport,1,213,433.0
Spokane International Airport,Boeing Field King County International Airport,1,70,347.0
Palm Beach International Airport,Greenville Spartanburg International Airport,1,20,448.0
St Petersburg Clearwater International Airport,Palm Beach International Airport,1,16,319.0
Boeing Field King County International Airport,Chicago Rockford International Airport,1,164,529.5
General Edward Lawrence Logan International Airport,Cincinnati Northern Kentucky International Airport,1,181,444.0
Minneapolis-St Paul International/Wold-Chamberlain Airport,Toledo Express Airport,1,146,511.0
Chicago O'Hare International Airport,Cincinnati Northern Kentucky International Airport,1,276,426.0
Theodore Francis Green State Airport,Detroit Metropolitan Wayne County Airport,1,9,398.0
William P Hobby Airport,Lubbock Preston Smith International Airport,1,200,424.0
Kerrville Municipal Louis Schreiner Field,William P Hobby Airport,1,75,296.0
St Paul Downtown Holman Field,Florence Regional Airport,1,250,413.0
Sidney Richland Municipal Airport,St Paul Downtown Holman Field,1,100,432.0
Louis Armstrong New Orleans International Airport,George Bush Intercontinental Houston Airport,1,65,254.0
Richmond International Airport,Cincinnati Northern Kentucky International Airport,1,93,251.0
Montgomery Field,El Monte Airport,1,87,166.0
Tulsa International Airport,Dallas Fort Worth International Airport,1,36,255.0
Albany International Airport,Cincinnati Northern Kentucky International Airport,1,57,239.0
General Mitchell International Airport,Capital City Airport,1,110,265.5
Ford Airport,General Mitchell International Airport,1,34,251.0
Imperial County Airport,San Diego International Airport,1,24,212.0
McCarran International Airport,Phoenix Sky Harbor International Airport,1,45,251.0
Bob Hope Airport,Hayward Executive Airport,1,370,237.0
Tucson International Airport,Phoenix Sky Harbor International Airport,1,11,198.5
The Eastern Iowa Airport,Cincinnati Northern Kentucky International Airport,1,204,307.0
Reno Tahoe International Airport,San Francisco International Airport,1,146,199.0
Santa Maria Pub/Capt G Allan Hancock Field,El Monte Airport,1,130,169.0
Reno Tahoe International Airport,San Francisco International Airport,1,21,218.0
Del Rio International Airport,San Antonio International Airport,1,32,245.5
Elmira Corning Regional Airport,Buffalo Niagara International Airport,1,50,244.0
Plattsburgh International Airport,Buffalo Niagara International Airport,1,23,190.0
Phoenix Sky Harbor International Airport,Bob Hope Airport,1,324,185.0
Gulfport Biloxi International Airport,Pensacola Regional Airport,1,42,228.0
Murray Field,Ukiah Municipal Airport,1,110,186.5
Quad City International Airport,Louisville International Standiford Field,1,213,263.0
Brownwood Regional Airport,San Antonio International Airport,1,55,196.0
Central Nebraska Regional Airport,Eppley Airfield,1,45,212.0
Karl Stefan Memorial Airport,Eppley Airfield,1,90,203.5
The O'Neill Municipal John L Baker Field,Karl Stefan Memorial Airport,1,49,188.0
San Angelo Regional Mathis Field,San Antonio International Airport,1,50,196.0
Beatrice Municipal Airport,Eppley Airfield,1,81,216.0
Hastings Municipal Airport,Beatrice Municipal Airport,1,31,210.0
Kearney Regional Airport,Eppley Airfield,1,51,215.0
Rick Husband Amarillo International Airport,Dallas Fort Worth International Airport,1,55,248.0
Lubbock Preston Smith International Airport,Dallas Fort Worth International Airport,1,53,200.0
Clinton Regional Airport,Dallas Fort Worth International Airport,1,71,191.0
Corpus Christi International Airport,San Antonio International Airport,1,66,259.5
Jackson Hole Airport,Salt Lake City International Airport,1,28,200.5
Carbon County Regional/Buck Davis Field,Salt Lake City International Airport,1,41,223.5
Elko Regional Airport,Salt Lake City International Airport,1,30,262.0
Logan Cache Airport,Salt Lake City International Airport,1,46,202.0
Roberts Field,Portland International Airport,1,22,209.0
Rogue Valley International Medford Airport,Portland International Airport,1,19,214.0
Astoria Regional Airport,Portland International Airport,1,19,152.5
Roberts Field,Portland International Airport,1,151,210.0
Mahlon Sweet Field,Portland International Airport,1,165,172.0
Roseburg Regional Airport,Mahlon Sweet Field,1,120,169.0
Santa Barbara Municipal Airport,Bob Hope Airport,1,78,228.0
San Diego International Airport,Ontario International Airport,1,127,273.0
Imperial County Airport,San Diego International Airport,1,66,224.0
Ontario International Airport,Bob Hope Airport,1,150,181.0
Oxnard Airport,Ontario International Airport,1,80,213.0
San Luis County Regional Airport,Bob Hope Airport,1,31,224.0
Santa Maria Pub/Capt G Allan Hancock Field,Bob Hope Airport,1,65,240.0
Visalia Municipal Airport,Ontario International Airport,1,172,198.0
Meadows Field,Bob Hope Airport,1,60,232.0
Lewiston Nez Perce County Airport,Boeing Field King County International Airport,1,54,235.0
Bellingham International Airport,Boeing Field King County International Airport,1,56,254.0
Pangborn Memorial Airport,Boeing Field King County International Airport,1,42,207.0
Rogue Valley International Medford Airport,Portland International Airport,1,36,270.0
Corvallis Municipal Airport,Portland International Airport,1,15,196.0
Tri Cities Airport,Boeing Field King County International Airport,1,46,288.0
Walla Walla Regional Airport,Tri Cities Airport,1,10,180.5
Midland International Airport,San Antonio International Airport,1,55,229.0
Klamath Falls Airport,Rogue Valley International Medford Airport,1,90,201.5
Yakima Air Terminal McAllister Field,Boeing Field King County International Airport,1,48,209.5
Sacramento Executive Airport,Metropolitan Oakland International Airport,1,262,155.0
Chico Municipal Airport,Yuba County Airport,1,217,157.0
Yuma MCAS/Yuma International Airport,Phoenix Sky Harbor International Airport,1,45,260.0
Tucson International Airport,Phoenix Sky Harbor International Airport,1,74,210.0
Sierra Vista Municipal Libby Army Air Field,Phoenix Sky Harbor International Airport,1,34,257.0
Metropolitan Oakland International Airport,Bob Hope Airport,1,370,183.0
Ukiah Municipal Airport,Hayward Executive Airport,1,170,156.0
Murray Field,Ukiah Municipal Airport,1,119,162.0
Smyrna Airport,Louisville International Standiford Field,1,255,242.0
Smyrna Airport,Louisville International Standiford Field,1,250,230.0
Visalia Municipal Airport,Fresno Yosemite International Airport,1,174,149.5
Payson Airport,Phoenix Sky Harbor International Airport,1,87,216.0
Nogales International Airport,Phoenix Sky Harbor International Airport,1,83,246.0
Flagstaff Pulliam Airport,Phoenix Sky Harbor International Airport,1,43,179.0
Safford Regional Airport,Phoenix Sky Harbor International Airport,1,36,178.0
Ernest A. Love Field,Phoenix Sky Harbor International Airport,1,77,265.0
Nogales International Airport,Phoenix Sky Harbor International Airport,1,97,223.5
Roseburg Regional Airport,Portland International Airport,1,179,168.5
Klamath Falls Airport,Rogue Valley International Medford Airport,1,85,169.5
Pocatello Regional Airport,Salt Lake City International Airport,1,28,259.0
Boeing Field King County International Airport,Portland International Airport,1,374,211.0
Glacier Park International Airport,Great Falls International Airport,1,45,279.0
Rexburg Madison County Airport,Salt Lake City International Airport,1,11,219.0
Joslin Field Magic Valley Regional Airport,Salt Lake City International Airport,1,32,258.0
Louisville International Standiford Field,Smyrna Airport,1,85,241.5
Boeing Field King County International Airport,Portland International Airport,1,189,169.0
Portland International Airport,Boeing Field King County International Airport,1,300,176.0
Boeing Field King County International Airport,Spokane International Airport,1,95,149.0
Spokane International Airport,Boeing Field King County International Airport,1,309,161.0
Greater Rochester International Airport,Cincinnati Northern Kentucky International Airport,1,204,427.0
Bradley International Airport,Greater Rochester International Airport,1,100,377.0
El Paso International Airport,Cincinnati Northern Kentucky International Airport,1,178,421.0
Boeing Field King County International Airport,Los Angeles International Airport,1,222,418.0
Portland International Airport,Boeing Field King County International Airport,1,89,272.0
Denver International Airport,Cincinnati Northern Kentucky International Airport,1,240,462.0
Salt Lake City International Airport,Denver International Airport,1,112,464.0
Mc Guire Air Force Base,Baltimore/Washington International Thurgood Marshal Airport,1,220,258.0
Chicago O'Hare International Airport,Memphis International Airport,1,140,403.0
Cincinnati Northern Kentucky International Airport,Gerald R. Ford International Airport,1,130,388.0
General Edward Lawrence Logan International Airport,Nashville International Airport,1,172,415.0
Austin Bergstrom International Airport,Fort Worth Alliance Airport,1,225,164.0
Austin Bergstrom International Airport,Fort Worth Alliance Airport,1,245,164.0
Austin Bergstrom International Airport,Fort Worth Alliance Airport,1,210,162.0
Del Rio International Airport,San Antonio International Airport,1,31,150.0
Del Rio International Airport,San Antonio International Airport,1,61,148.5
Smyrna Airport,Memphis International Airport,1,190,148.0
Huntsville International Carl T Jones Field,Memphis International Airport,1,274,161.0
Huntsville International Carl T Jones Field,Memphis International Airport,1,281,162.0
Columbus Metropolitan Airport,Memphis International Airport,1,219,161.0
Garden City Regional Airport,Wichita Mid Continent Airport,1,90,158.0
Central Nebraska Regional Airport,Eppley Airfield,1,36,174.0
Kearney Regional Airport,Eppley Airfield,1,10,166.0
North Platte Regional Airport Lee Bird Field,Eppley Airfield,1,19,169.0
Central Nebraska Regional Airport,Eppley Airfield,1,49,179.0
San Angelo Regional Mathis Field,Austin Bergstrom International Airport,1,49,157.0
Brownwood Regional Airport,Austin Bergstrom International Airport,1,64,157.0
Easterwood Field,George Bush Intercontinental Houston Airport,1,88,142.0
Abilene Regional Airport,Lubbock Preston Smith International Airport,1,23,172.0
Roswell International Air Center Airport,Lubbock Preston Smith International Airport,1,54,159.0
Abilene Regional Airport,Lubbock Preston Smith International Airport,1,53,171.0
Newark Liberty International Airport,Ithaca Tompkins Regional Airport,1,44,228.0
Huron Regional Airport,Joe Foss Field Airport,1,12,182.0
La Crosse Municipal Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1,45,244.5
Rice Lake Regional Carl's Field,Minneapolis-St Paul International/Wold-Chamberlain Airport,1,34,180.0
Bemidji Regional Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1,1,226.0
Grand Rapids Itasca Co-Gordon Newstrom field,Minneapolis-St Paul International/Wold-Chamberlain Airport,1,40,220.0
Duluth International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1,28,254.0
Chandler Field,Minneapolis-St Paul International/Wold-Chamberlain Airport,1,13,176.0
Southwest Minnesota Regional-Marshall-Ryan Field,Minneapolis-St Paul International/Wold-Chamberlain Airport,1,13,188.0
Thief River Falls Regional Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1,33,239.0
Brainerd Lakes Regional Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1,21,178.0
Jamestown Regional Airport,Joe Foss Field Airport,1,45,214.0
Pocatello Regional Airport,Salt Lake City International Airport,1,1,159.0
Joslin Field Magic Valley Regional Airport,Salt Lake City International Airport,1,40,168.0
Joslin Field Magic Valley Regional Airport,Salt Lake City International Airport,1,13,164.0
Gallatin Field,Great Falls International Airport,1,44,135.5
Gallatin Field,Great Falls International Airport,1,22,131.5
Yellowstone Regional Airport,Casper-Natrona County International Airport,1,14,158.0
L M Clayton Airport,Great Falls International Airport,1,0,157.0
Yampa Valley Airport,Casper-Natrona County International Airport,1,47,155.0
Western Neb. Rgnl/William B. Heilig Airport,Casper-Natrona County International Airport,1,45,158.0
Cincinnati Northern Kentucky International Airport,Rickenbacker International Airport,1,15,170.0
Roswell International Air Center Airport,Albuquerque International Sunport Airport,1,55,195.0
Gallup Municipal Airport,Albuquerque International Sunport Airport,1,31,170.5
Albuquerque International Sunport Airport,Centennial Airport,1,311,206.0
Alamogordo White Sands Regional Airport,Albuquerque International Sunport Airport,1,35,193.0
Salt Lake City International Airport,Phoenix Sky Harbor International Airport,1,351,190.0
St George Municipal Airport,Salt Lake City International Airport,1,118,181.0
North Las Vegas Airport,Phoenix Sky Harbor International Airport,1,175,188.0
Indianapolis International Airport,Dallas Fort Worth International Airport,1,205,487.0
Watertown Regional Airport,Joe Foss Field Airport,1,46,258.0
Aberdeen Regional Airport,Joe Foss Field Airport,1,23,167.0
Rapid City Regional Airport,Joe Foss Field Airport,1,52,255.0
Grand Forks International Airport,Joe Foss Field Airport,1,18,261.0
Augusta Regional At Bush Field,Laredo International Airport,1,190,260.0
Republic Airport,Teterboro Airport,1,162,267.0
Van Nuys Airport,Teterboro Airport,1,300,469.0
Napa County Airport,Boeing Field King County International Airport,1,90,480.0
Nantucket Memorial Airport,Westchester County Airport,1,36,392.0
Long Beach /Daugherty Field/ Airport,Metropolitan Oakland International Airport,1,120,388.0
Wichita Mid Continent Airport,Fort Worth Alliance Airport,1,249,228.5
Shreveport Regional Airport,Fort Worth Alliance Airport,1,208,269.5
Lubbock Preston Smith International Airport,Fort Worth Alliance Airport,1,175,242.0
Tulsa International Airport,Fort Worth Alliance Airport,1,224,215.0
Skagit Regional Airport,Seattle Tacoma International Airport,1,67,158.5
Rapid City Regional Airport,Joe Foss Field Airport,1,18,257.0
William R Fairchild International Airport,Seattle Tacoma International Airport,1,41,165.0
Rogue Valley International Medford Airport,Portland International Airport,1,137,179.0
Santa Barbara Municipal Airport,Ontario International Airport,1,25,240.5
Bellingham International Airport,Seattle Tacoma International Airport,1,9,156.0
Flagstaff Pulliam Airport,Phoenix Sky Harbor International Airport,1,26,170.0
Yakima Air Terminal McAllister Field,Spokane International Airport,1,13,151.0
Yuma MCAS/Yuma International Airport,Phoenix Sky Harbor International Airport,1,11,173.0
Missoula International Airport,Great Falls International Airport,1,33,257.0
Denver International Airport,The Eastern Iowa Airport,1,120,470.0
Cleveland Hopkins International Airport,Newark Liberty International Airport,1,160,284.0
Mobile Regional Airport,Chicago O'Hare International Airport,1,100,396.0
Newark Liberty International Airport,Cleveland Hopkins International Airport,1,86,378.0
George Bush Intercontinental Houston Airport,Laredo International Airport,1,145,373.0
Cleveland Hopkins International Airport,Baltimore/Washington International Thurgood Marshal Airport,1,48,363.0
Newark Liberty International Airport,Ronald Reagan Washington National Airport,1,132,312.0
Chicago O'Hare International Airport,South Bend Regional Airport,1,139,304.0
Chicago O'Hare International Airport,Nashville International Airport,1,32,390.0
Denver International Airport,Dallas Fort Worth International Airport,1,115,445.0
Chicago O'Hare International Airport,Cleveland Hopkins International Airport,1,43,410.0
Nashville International Airport,Newark Liberty International Airport,1,28,471.0
George Bush Intercontinental Houston Airport,Tulsa International Airport,1,140,407.0
Chicago O'Hare International Airport,Charlotte Douglas International Airport,1,133,440.5
Denver International Airport,Will Rogers World Airport,1,197,417.0
George Bush Intercontinental Houston Airport,Alexandria International Airport,1,74,371.0
San Antonio International Airport,Phoenix-Mesa-Gateway Airport,1,190,458.0
Des Moines International Airport,Tulsa International Airport,1,160,350.5
Aspen-Pitkin Co/Sardy Field,Fort Worth Meacham International Airport,1,70,442.5
Central Wisconsin Airport,General Mitchell International Airport,1,41,238.0
Wittman Regional Airport,General Mitchell International Airport,1,65,188.0
Dane County Regional Truax Field,General Mitchell International Airport,1,97,245.0
Baraboo Wisconsin Dells Airport,General Mitchell International Airport,1,39,197.0
Austin Straubel International Airport,General Mitchell International Airport,1,63,239.0
Rhinelander Oneida County Airport,General Mitchell International Airport,1,55,240.0
Dane County Regional Truax Field,Greater Peoria Regional Airport,1,108,223.0
Greater Peoria Regional Airport,General Mitchell International Airport,1,190,199.0
General Mitchell International Airport,Dupage Airport,1,250,130.0
Harrisburg International Airport,General Mitchell International Airport,1,55,220.0
Harrisburg International Airport,General Mitchell International Airport,1,40,256.0
General Edward Lawrence Logan International Airport,Newark Liberty International Airport,1,168,327.0
Los Angeles International Airport,Fort Worth Alliance Airport,1,216,477.5
George Bush Intercontinental Houston Airport,Fort Worth Alliance Airport,1,238,332.0
Chicago O'Hare International Airport,Fort Worth Alliance Airport,1,271,490.0
Ontario International Airport,Fort Worth Alliance Airport,1,198,452.0
Metropolitan Oakland International Airport,Fort Worth Alliance Airport,1,211,459.0
San Antonio International Airport,Fort Worth Alliance Airport,1,240,337.5
Laredo International Airport,San Antonio International Airport,1,114,303.5
Denver International Airport,Fort Worth Alliance Airport,1,243,474.0
Hartsfield Jackson Atlanta International Airport,Fort Worth Alliance Airport,1,208,444.0
Louis Armstrong New Orleans International Airport,Fort Worth Alliance Airport,1,219,447.0
Fort Lauderdale Hollywood International Airport,Memphis International Airport,1,116,448.0
Dallas Fort Worth International Airport,Memphis International Airport,1,171,398.5
Newark Liberty International Airport,Memphis International Airport,1,105,443.5
